City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,san rafael,-34.6177,-68.3301,12.58,37,0,5.21,AR,1695176304
284,juva,56.4368,57.9478,3.4,91,86,1.11,RU,1695176304
285,essaouira,31.5125,-9.77,19.72,72,0,3.09,MA,1695176304
286,longgang,37.6508,120.3286,22.96,49,0,12.02,CN,1695176304
287,badger,64.8,-147.5333,9.95,61,20,3.09,US,1695176202
288,antigonish,45.6169,-61.9986,17.12,94,47,5.39,CA,1695176305
289,corner brook,48.9667,-57.9484,14.02,92,100,5.8,CA,1695176108
290,christchurch,-43.5333,172.6333,23.01,45,100,9.26,NZ,1695175926
291,shimo-furano,43.35,142.3833,20.22,82,100,5.05,JP,1695176305
292,mulanje,-16.0316,35.5,20.17,60,1,2.18,MW,1695176305
293,pangody,65.85,74.4859,6.1,79,100,7.3,RU,1695176306
294,kayes,14.0,-11.0,24.92,85,100,2.2,ML,1695176306
295,pemba,-12.974,40.5178,23.39,94,20,1.54,MZ,1695176306
296,zeya,53.75,127.2667,9.6,30,8,2.42,RU,1695176306
297,ozernyy,55.5802,32.4127,14.61,56,97,3.83,RU,1695176306
298,melfort,52.8667,-104.6177,10.07,66,100,2.06,CA,1695176162
299,canutama,-6.5339,-64.3831,29.51,39,70,1.17,BR,1695176306
300,nieuw amsterdam,5.8833,-55.0833,27.23,85,100,2.33,SR,1695176307
301,yuzhno-kurilsk,44.0306,145.8556,20.21,61,100,4.81,RU,1695176307
302,kiruna,67.8557,20.2251,-1.49,100,100,5.66,SE,1695176307
303,camamu,-13.9447,-39.1039,22.25,86,68,2.0,BR,1695176307
304,machachi,-0.5,-78.5667,10.72,86,35,2.81,EC,1695176307
305,quinte west,44.1834,-77.5662,14.15,62,0,2.57,CA,1695176307
306,isabela,6.7085,121.9711,31.03,73,70,0.27,PH,1695176284
307,enshi,30.3,109.4833,21.29,98,100,4.37,CN,1695176308
308,fuyuan,46.4333,127.0833,12.24,45,0,2.72,CN,1695176308
309,semibratovo,57.3046,39.5369,11.92,78,0,4.82,RU,1695176308
310,saint-pierre,-21.3393,55.4781,21.82,60,40,2.57,RE,1695176309
311,atafu village,-8.5421,-172.5159,27.91,78,100,5.99,TK,1695176309
312,sao tome,0.3365,6.7273,25.31,86,100,4.19,ST,1695176309
313,bandarbeyla,9.4942,50.8122,25.76,78,41,10.25,SO,1695176309
314,anadyr,64.75,177.4833,7.28,52,0,3.0,RU,1695176309
315,tura,25.5198,90.2201,24.98,91,99,1.57,IN,1695176309
316,howard springs,-12.497,131.047,31.04,55,45,2.32,AU,1695176310
317,gorontalo,0.5412,123.0595,31.31,52,16,4.08,ID,1695176310
318,malindi,-3.2175,40.1191,24.63,81,7,5.86,KE,1695176310
319,vilyuchinsk,52.9306,158.4028,10.15,98,100,8.16,RU,1695176310
320,udachny,66.4167,112.4,1.92,100,100,7.27,RU,1695176310
321,takoradi,4.8845,-1.7554,24.43,93,100,2.57,GH,1695176310
322,choele choel,-39.2667,-65.6833,8.2,77,100,10.22,AR,1695176258
323,horta,38.5333,-28.6333,23.09,91,90,7.77,PT,1695176311
324,nova sintra,14.8667,-24.7167,24.03,86,92,1.92,CV,1695176311
325,mirny,62.5353,113.9611,5.13,86,100,4.92,RU,1695176311
326,pisco,-13.7,-76.2167,18.03,88,5,4.63,PE,1695176311
327,buon ma thuot,12.6667,108.05,27.63,71,86,1.15,VN,1695176311
328,chardara,41.2547,67.9692,18.84,50,52,2.55,KZ,1695176312
329,maragogi,-9.0122,-35.2225,23.75,87,21,4.13,BR,1695176312
330,venice,27.0998,-82.4543,26.02,96,75,4.63,US,1695176312
331,suileng,47.25,127.0833,11.25,49,0,2.8,CN,1695176312
332,east london,-33.0153,27.9116,16.53,85,100,6.62,ZA,1695176312
333,acapulco de juarez,16.8634,-99.8901,28.9,79,75,2.57,MX,1695176259
334,flying fish cove,-10.4217,105.6791,25.82,78,100,6.69,CX,1695176313
335,kabalo,-6.05,26.9167,22.92,82,14,1.11,CD,1695176175
336,cururupu,-1.8283,-44.8683,24.17,94,9,1.41,BR,1695176313
337,yanam,16.7333,82.2167,25.55,92,100,1.72,IN,1695176313
338,gujo,35.7369,136.9585,28.82,61,93,1.54,JP,1695176313
339,sorong,-0.8833,131.25,29.21,64,86,3.89,ID,1695176314
340,arkalyk,50.2486,66.9114,13.13,77,100,0.37,KZ,1695176314
341,tarawa,1.419,172.984,30.05,84,75,2.57,KI,1695176314
342,prince george,53.9166,-122.753,9.58,83,75,2.06,CA,1695176314
343,bako,5.7833,36.5667,17.77,77,86,1.99,ET,1695176314
344,necochea,-38.5473,-58.7368,6.55,87,100,4.44,AR,1695176239
345,lethem,3.3803,-59.7968,30.1,48,100,2.48,GY,1695176314
346,zouerate,22.7187,-12.4521,29.49,34,39,6.69,MR,1695176314
347,nabire,-3.3667,135.4833,30.1,63,77,2.12,ID,1695176315
348,susangerd,31.5608,48.1831,28.9,16,0,3.31,IR,1695176315
349,lagunas,-5.2269,-75.6753,23.2,88,67,0.54,PE,1695176315
350,agadez,19.75,10.25,28.07,14,4,3.38,NE,1695176315
351,luderitz,-26.6481,15.1594,13.11,73,2,5.14,NA,1695176315
352,demmin,53.9076,13.0314,17.21,68,100,7.61,DE,1695176316
353,barra de santo antonio,-9.4047,-35.5072,24.6,86,53,3.88,BR,1695176316
354,chonchi,-42.6128,-73.8092,3.95,89,0,1.44,CL,1695176316
355,gadzhiyevo,69.2551,33.3362,4.0,76,100,8.36,RU,1695176316
356,baukau,51.5526,7.2042,18.31,66,100,0.89,DE,1695176316
357,khovd,48.0056,91.6419,11.76,40,2,1.14,MN,1695176316
358,ironwood,46.4547,-90.171,16.45,82,0,0.0,US,1695176317
359,salalah,17.0151,54.0924,27.05,94,75,2.06,OM,1695176317
360,mont-tremblant,46.1949,-74.6264,12.43,82,58,1.35,CA,1695176040
361,cestos city,5.46,-9.5828,24.85,90,81,2.54,LR,1695176317
362,antsiranana,-12.2787,49.2917,22.57,84,39,5.66,MG,1695176317
363,nizhniy kuranakh,58.8353,125.4869,5.81,46,97,1.6,RU,1695176317
364,kargopol',61.5071,38.9456,12.17,89,69,5.42,RU,1695176317
365,richards bay,-28.783,32.0377,21.52,80,100,5.27,ZA,1695176318
366,primero de mayo,-32.2552,-58.4228,15.46,97,100,5.07,AR,1695176318
367,noumea,-22.2763,166.4572,27.99,99,97,4.33,NC,1695176214
368,ishigaki,24.3448,124.1572,31.07,74,20,3.09,JP,1695176318
369,sidney,-33.8679,151.2073,34.31,19,0,9.26,AU,1695176032
370,lata,40.1629,-8.3327,13.29,93,33,0.48,PT,1695176318
371,inyonga,-6.7167,32.0667,20.13,63,12,0.19,TZ,1695176319
372,pallasovka,50.05,46.8833,14.16,64,16,2.28,RU,1695176319
373,bayanhongor,46.7167,100.1167,6.74,49,85,0.81,MN,1695176319
374,shahritus,37.2637,68.1385,19.52,24,1,0.92,TJ,1695176319
375,manay,7.215,126.5397,29.19,72,100,1.76,PH,1695176319
376,kingscliff,-28.2667,153.5667,28.2,61,0,7.72,AU,1695176319
377,weno,7.4515,151.8468,28.28,77,100,5.25,FM,1695176319
378,dazhou,31.2159,107.5009,22.82,90,100,2.66,CN,1695176320
379,thunder bay,48.4001,-89.3168,12.21,91,77,2.83,CA,1695175817
380,lobujya,27.95,86.8167,2.31,85,48,1.27,NP,1695176320
381,port hedland,-20.3167,118.5667,32.03,33,25,3.09,AU,1695176320
382,tegina,10.0706,6.1906,22.38,94,56,0.4,NG,1695176320
383,touros,-5.1989,-35.4608,24.35,88,52,6.17,BR,1695176320
384,nagqu,31.5,92.0,4.84,77,87,0.46,CN,1695176321
385,ivins,37.1686,-113.6794,27.62,25,0,0.45,US,1695176321
386,delijan,33.9905,50.6838,17.94,46,0,1.48,IR,1695176321
387,deming,32.2687,-107.7586,27.94,17,0,3.6,US,1695176321
388,burang,30.25,81.1667,8.52,77,81,1.05,CN,1695176321
389,kargil,34.5667,76.1,10.53,63,3,1.95,IN,1695176321
390,south windsor,41.8237,-72.6212,17.31,82,0,4.12,US,1695176152
391,broome,42.2506,-75.833,11.67,94,0,0.69,US,1695176322
392,akureyri,65.6835,-18.0878,6.96,70,100,6.17,IS,1695176322
393,kirovsk,48.6375,38.6428,14.63,53,28,1.96,UA,1695176322
394,khorugh,37.4897,71.553,12.42,50,0,1.55,TJ,1695176322
395,chittur,10.7,76.75,26.75,97,100,1.34,IN,1695176322
396,nanga eboko,4.6833,12.3667,20.15,100,89,1.09,CM,1695176322
397,mitsamiouli,-11.3847,43.2844,24.79,75,7,3.1,KM,1695176323
398,hiroshima,34.3963,132.4594,27.88,77,100,1.81,JP,1695176323
399,beloyarskiy,63.7119,66.6722,5.0,80,100,3.13,RU,1695176323
400,cowra,-33.8333,148.6833,27.61,20,8,7.43,AU,1695176323
401,conduaga,8.862,117.4893,30.24,65,31,0.65,PH,1695176323
402,khandyga,62.6667,135.6,3.74,57,5,3.6,RU,1695176324
403,happy valley-goose bay,53.3168,-60.3315,10.17,71,100,2.57,CA,1695176111
404,inhambane,-23.865,35.3833,20.12,91,43,3.04,MZ,1695176324
405,bijelo polje,43.0337,19.747,14.06,94,55,0.82,ME,1695176324
406,birao,10.2849,22.7882,21.71,98,100,2.05,CF,1695176056
407,santona,43.4439,-3.4576,19.01,90,9,1.56,ES,1695176324
408,madimba,-10.4,40.3333,22.17,88,9,1.72,TZ,1695176325
409,lubang,13.8584,120.124,28.73,76,67,3.5,PH,1695176325
410,novodvinsk,64.4165,40.8122,11.27,94,100,5.22,RU,1695176325
411,ola,59.5833,151.2833,7.65,86,100,13.73,RU,1695176325
412,bagayevskaya,47.32,40.38,11.49,57,2,3.39,RU,1695176325
413,sitka,57.0531,-135.33,13.94,67,20,7.72,US,1695176325
414,sikonge,-5.6333,32.7667,21.68,54,53,1.67,TZ,1695176296
415,cole harbour,44.6724,-63.4751,16.09,95,40,4.12,CA,1695176326
416,cockburn town,21.4612,-71.1419,29.34,72,3,7.63,TC,1695176326
417,kuanda,56.3161,116.0806,9.23,49,78,1.57,RU,1695176326
418,tuba city,36.135,-111.2399,23.54,20,0,4.09,US,1695176326
419,hovd,48.0056,91.6419,11.76,40,2,1.14,MN,1695176327
420,zhijiang,30.4214,111.7533,20.69,82,100,7.06,CN,1695176327
421,hell-ville,-13.4,48.2667,24.88,76,6,0.39,MG,1695176327
422,zabol,32.25,67.25,18.56,17,0,0.97,AF,1695176327
423,awjilah,29.1081,21.2869,22.81,64,68,3.38,LY,1695176327
424,diego martin,10.7005,-61.5342,25.88,81,100,3.64,TT,1695176321
425,lautoka,-17.6167,177.4667,27.92,65,40,7.2,FJ,1695176327
426,bamboo flat,11.7,92.7167,28.05,83,40,1.54,IN,1695176328
427,ha'il,27.5219,41.6907,27.01,19,0,1.03,SA,1695176328
428,kingston,17.997,-76.7936,26.25,95,100,1.16,JM,1695176175
429,santiago de cao,-7.9589,-79.2392,20.07,83,75,4.12,PE,1695176328
430,reggane,26.7158,0.1714,33.21,10,10,3.77,DZ,1695176328
431,mata-utu,-13.2816,-176.1745,26.8,75,31,11.27,WF,1695176328
432,lancaster,40.2504,-76.2499,15.72,83,0,1.54,US,1695176329
433,kavaratti,10.5669,72.642,27.82,76,100,4.22,IN,1695176329
434,la passe,45.5549,-0.8967,16.1,87,22,2.69,FR,1695176329
435,arraial do cabo,-22.9661,-42.0278,21.3,89,0,8.85,BR,1695176329
436,sierra grande,-41.606,-65.3557,5.32,77,83,5.86,AR,1695176329
437,urangan,-25.3,152.9,22.19,72,34,3.35,AU,1695176329
438,glace bay,46.1969,-59.957,16.55,95,75,8.23,CA,1695176330
439,kansipati,6.0011,121.2344,29.05,74,31,1.84,PH,1695176330
440,celestun,20.8667,-90.4,27.4,80,52,4.25,MX,1695176330
441,izluchinsk,60.9794,76.9242,11.01,90,58,4.23,RU,1695176054
442,moab,38.5733,-109.5498,24.03,22,2,1.8,US,1695176330
443,papao,-17.75,-149.55,26.82,76,57,7.47,PF,1695176330
444,misratah,32.3754,15.0925,25.8,62,0,2.37,LY,1695176331
445,kudahuvadhoo,2.6708,72.8944,28.06,76,100,4.62,MV,1695176331
446,saurimo,-9.6608,20.3916,19.41,76,72,1.87,AO,1695176331
447,isfana,39.8386,69.5306,10.31,54,20,0.31,KG,1695176331
448,dzhambeyty,50.2536,52.595,13.32,71,0,3.44,KZ,1695176331
449,kosekoy,40.7534,30.0302,8.29,100,40,0.0,TR,1695176331
450,fuglafjordur,62.244,-6.814,9.26,93,75,8.3,FO,1695176331
451,taoudenni,22.6783,-3.9836,34.6,10,11,1.87,ML,1695176332
452,kapuskasing,49.4169,-82.4331,7.0,93,0,0.51,CA,1695176162
453,fort st. john,56.2499,-120.8529,8.94,76,100,2.06,CA,1695176332
454,jeddah,21.5169,39.2192,30.92,62,0,3.6,SA,1695176332
455,tidjikja,18.5564,-11.4271,32.01,38,10,3.24,MR,1695176332
456,soe,-9.8607,124.284,27.29,24,7,4.49,ID,1695176332
457,tiangua,-3.7322,-40.9917,22.06,60,11,2.17,BR,1695176332
458,mersa matruh,31.3525,27.2453,23.94,72,11,3.64,EG,1695176333
459,nishinoomote,30.7333,131.0,30.31,84,75,3.09,JP,1695176333
460,dalkey,53.2783,-6.1003,18.51,87,75,7.72,IE,1695176333
461,mitu,1.1983,-70.1733,22.22,97,58,0.14,CO,1695176333
462,thief river falls,48.1191,-96.1812,19.53,59,0,3.09,US,1695176333
463,posto fiscal rolim de moura,-13.0833,-62.2667,27.09,66,98,1.72,BR,1695176333
464,ujae,8.9322,165.7642,27.8,79,99,3.86,MH,1695176334
465,hepo,23.4308,115.8299,30.78,66,14,0.57,CN,1695176334
466,fort bragg,35.139,-79.006,21.62,82,75,0.0,US,1695176334
467,smithers,54.7804,-127.1743,8.53,88,100,1.44,CA,1695176111
468,vedaraniyam,10.3667,79.85,27.76,84,100,8.02,IN,1695176334
469,kyshtovka,56.555,76.6271,11.94,88,99,1.84,RU,1695176334
470,tilcara,-23.5776,-65.3509,9.83,19,1,2.89,AR,1695176335
471,narvik,68.4384,17.4272,5.21,89,100,4.88,NO,1695176335
472,kupang,-10.1667,123.5833,33.32,24,20,8.75,ID,1695176335
473,prince rupert,54.3161,-130.3201,12.05,90,75,2.57,CA,1695176335
474,buala,-8.145,159.5921,28.72,76,81,4.61,SB,1695176335
475,nemuro,43.3236,145.575,19.72,73,100,6.91,JP,1695176335
476,zhigalovo,54.8097,105.1578,15.75,59,22,1.04,RU,1695176336
477,saint-francois,46.4154,3.9054,11.69,100,0,0.51,FR,1695176336
478,lumphat,13.4878,106.9816,28.2,82,97,0.88,KH,1695176336
479,queenstown,-31.8976,26.8753,11.46,16,39,3.19,ZA,1695176184
480,sainte-anne-des-monts,49.124,-66.4924,10.93,100,100,11.83,CA,1695176336
481,lospalos,-8.5186,127.0025,26.02,56,10,5.45,TL,1695176336
482,crete,35.1558,24.895,16.14,49,22,2.43,GR,1695176336
483,tena,-0.9833,-77.8167,20.02,93,23,1.99,EC,1695176210
484,puerto aysen,-45.4,-72.7,-2.25,97,12,0.64,CL,1695176337
485,manjeshvar,12.7,74.8833,24.66,89,100,1.6,IN,1695176337
486,lamu,-2.2717,40.902,24.12,81,3,5.43,KE,1695176337
487,andalgala,-27.5819,-66.3165,15.35,38,0,1.5,AR,1695176337
488,hedensted,55.7704,9.7011,17.02,92,100,9.72,DK,1695176337
489,zhoushan,30.0108,122.2047,28.4,80,99,8.13,CN,1695176337
490,susuman,62.7833,148.1667,0.18,81,100,7.66,RU,1695176338
491,carnarvon,-24.8667,113.6333,23.19,43,5,6.01,AU,1695176338
492,shache,38.4167,77.2406,19.1,33,0,4.8,CN,1695176176
493,ayorou,14.7308,0.9174,29.61,53,5,3.37,NE,1695176338
494,buta,2.7858,24.73,19.42,99,50,0.59,CD,1695176338
495,bulgan,48.8125,103.5347,10.98,62,7,1.27,MN,1695176338
496,camp swift,30.1908,-97.2922,30.77,50,0,0.89,US,1695176339
497,gustrow,53.7972,12.1734,17.26,67,75,4.63,DE,1695176339
498,albardon,-31.4372,-68.5256,16.42,23,0,2.89,AR,1695176339
499,apatzingan,19.0833,-102.35,26.78,76,53,1.25,MX,1695176154
500,garhi khairo,28.0606,67.9803,30.88,59,57,1.03,PK,1695176339
501,banff,51.1762,-115.5698,7.57,70,100,2.57,CA,1695176329
502,guatrache,-37.6678,-63.5302,8.39,48,58,4.06,AR,1695176340
503,sangin,32.0728,64.8359,23.55,14,0,2.88,AF,1695176340
504,churapcha,62.0025,132.4325,4.09,40,0,4.15,RU,1695176340
505,tamandare,-8.7597,-35.1047,24.08,85,18,4.18,BR,1695176340
506,majene,-3.5403,118.9707,28.75,66,56,6.55,ID,1695176340
507,naze,28.3667,129.4833,28.51,77,24,2.33,JP,1695176340
508,tome,-36.6167,-72.95,11.34,66,100,2.96,CL,1695176341
509,pionerskiy,54.9508,20.2275,13.91,66,97,8.53,RU,1695176341
510,pokhara,28.2333,83.9833,24.0,75,34,0.48,NP,1695175749
511,vila franca do campo,37.7167,-25.4333,22.23,99,96,5.35,PT,1695176341
512,imbituba,-28.24,-48.6703,19.64,98,100,3.01,BR,1695176341
513,huangzhou,30.45,114.8,22.02,89,100,6.76,CN,1695176341
514,staraya mayna,54.6,48.95,3.06,65,28,2.61,RU,1695176342
515,bay roberts,47.5999,-53.2648,15.92,97,100,1.79,CA,1695176342
516,puerto baquerizo moreno,-0.9,-89.6,23.15,88,50,4.94,EC,1695176342
517,san raimundo,14.7647,-90.5956,20.44,88,23,1.22,GT,1695176342
518,kilju,40.9642,129.3278,19.23,61,91,2.33,KP,1695176343
519,sola,-13.8833,167.55,26.31,85,7,7.21,VU,1695176343
520,xilin hot,43.9667,116.0333,15.76,39,7,2.79,CN,1695176343
521,berasia,23.6333,77.4333,25.25,88,100,1.14,IN,1695176343
522,anton lizardo,19.05,-95.9833,28.45,73,12,1.2,MX,1695176343
523,shohimardon,39.9839,71.8028,14.43,48,19,0.8,UZ,1695176343
524,petrovsk,52.3064,45.3917,11.26,52,8,1.69,RU,1695176344
525,myeik,12.4333,98.6,27.96,77,92,2.75,MM,1695176344
526,mar del plata,-38.0023,-57.5575,10.05,84,0,3.6,AR,1695176283
527,oloron-sainte-marie,43.1944,-0.6107,15.96,69,19,1.93,FR,1695176344
528,oued fodda,36.185,1.533,22.81,60,75,2.06,DZ,1695176344
529,guatire,10.4762,-66.5427,27.05,97,85,0.97,VE,1695176344
530,saint marys,30.7305,-81.5465,28.01,77,40,3.09,US,1695176345
531,aboso,5.3617,-1.9473,23.59,97,100,1.31,GH,1695176345
532,domingos martins,-20.3633,-40.6592,20.45,92,0,1.94,BR,1695176345
533,ascension,30.2169,-90.9001,27.27,66,2,3.23,US,1695176345
534,dalandzadgad,43.5708,104.425,16.89,25,71,4.54,MN,1695176345
535,zalingei,12.9096,23.4741,23.48,69,100,0.85,SD,1695176345
536,kerikeri,-35.2268,173.9474,21.78,44,12,2.37,NZ,1695176346
537,ust'-ilimsk,58.0006,102.6619,8.83,77,48,1.39,RU,1695176346
538,bima,-8.4667,118.7167,32.65,42,79,1.62,ID,1695176346
539,magistral'nyy,56.1725,107.4458,12.25,82,79,0.98,RU,1695176347
540,mostovskoy,44.4122,40.7936,10.12,66,0,2.48,RU,1695176347
541,boa vista,2.8197,-60.6733,29.99,58,0,4.12,BR,1695176190
542,chernyshevsk,52.5243,117.0174,13.19,44,100,3.25,RU,1695176347
543,callao,-12.0667,-77.15,19.84,77,100,4.12,PE,1695176347
544,kavalerovo,44.2661,135.0572,14.59,45,6,6.69,RU,1695176348
545,la gloria,8.6187,-73.8027,26.35,83,32,0.9,CO,1695176348
546,valparaiso,-33.0393,-71.6273,11.8,82,0,5.66,CL,1695176348
547,tsiombe,-25.3,45.4833,20.5,68,0,2.44,MG,1695176348
548,ciudad acuna,29.3232,-100.9522,33.16,35,0,5.66,MX,1695176348
549,duyun,26.2667,107.5167,25.49,82,97,3.06,CN,1695176349
550,senador jose porfirio,-2.5908,-51.9542,27.68,56,59,1.63,BR,1695176349
551,balqash,46.8481,74.995,15.33,82,75,1.0,KZ,1695176349
552,holualoa,19.6228,-155.9522,27.65,76,40,3.6,US,1695176349
553,faraskur,31.3298,31.7151,22.27,83,0,2.3,EG,1695176349
554,tunceli,39.1083,39.5471,18.8,29,4,2.11,TR,1695176349
555,pyapon,16.2833,95.6833,26.99,87,100,1.95,MM,1695176350
556,leh,34.1667,77.5833,12.48,58,3,2.5,IN,1695176350
557,olyokminsk,60.3736,120.4264,1.76,94,100,1.88,RU,1695176350
558,fisterra,42.9049,-9.2629,17.79,85,99,5.17,ES,1695176350
559,kangding,30.0513,101.9603,16.72,84,92,1.1,CN,1695176350
560,taltal,-25.4,-70.4833,16.59,71,38,1.33,CL,1695176350
561,grand-lahou,5.1367,-5.0242,24.03,92,100,2.26,CI,1695176351
562,gebeit,21.0667,36.3167,28.56,32,5,2.52,SD,1695176351
563,mankera,31.3866,71.4407,28.67,65,3,2.67,PK,1695176351
564,castillos,-34.1667,-53.8333,13.24,95,100,5.88,UY,1695176351
565,ullal,12.8,74.85,24.53,94,100,2.57,IN,1695176351
566,monrovia,6.3005,-10.7969,23.87,88,75,1.89,LR,1695176352
567,nova odesa,47.3078,31.7851,14.15,64,73,3.02,UA,1695176352
568,tateyama,34.9833,139.8667,27.73,82,100,6.86,JP,1695176352
569,berastagi,3.1929,98.5092,16.15,83,77,1.2,ID,1695176352
